articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,areaName,area1,area2,direction,articleConfirmYmd,buildingName,realtorName,latitude,longitude
2505844943,헬리오시티,전세,"14억 5,000",,저/35,141B,141,110,남향,20250205,104동,정성공인중개사사무소,37.496772,127.102871
2505875075,헬리오시티,월세,4억,300,저/35,110D,110,84,남동향,20250205,318동,태양공인중개사사무소,37.497137,127.104727
2505843371,헬리오시티,월세,8억,130,중/29,108K,108,84,남서향,20250205,406동,한결공인중개사사무소,37.497602,127.10981
2505748151,헬리오시티,매매,33억,,고/35,163A,163,130,남향,20250205,313동,(단지내)나라공인중개사사무소,37.497514,127.105037
2505875578,헬리오시티,매매,"23억 5,000",,중/28,107A,107,84,남동향,20250205,206동,일등공인중개사사무소,37.496598,127.106279
2505868216,헬리오시티,매매,"17억 5,000",,고/29,72D,72,49,남향,20250205,512동,(단지내)나라공인중개사사무소,37.499267,127.11061
2505860775,헬리오시티,매매,"23억 4,000",,고/33,110D,110,84,남향,20250205,112동,가락탑부동산중개법인주식회사,37.495001,127.104305
2505957165,헬리오시티,매매,"16억 5,000",,6/20,72B,72,49,남서향,20250205,408동,헬리오시티백두산공인중개사사무소,37.497114,127.109229
2505755960,헬리오시티,전세,11억,,28/34,107A,107,84,남향,20250205,219동,(단지내)나라공인중개사사무소,37.49533,127.105424
2504898539,헬리오시티,월세,10억,200,15/35,141B,141,110,남향,20250129,312동,정성공인중개사사무소,37.497184,127.103886
2504898558,헬리오시티,매매,23억,,27/28,107A,107,84,남향,20250129,206동,정성공인중개사사무소,37.496598,127.106279
2505624102,헬리오시티,전세,"13억 8,000",,7/35,140A,140,110,남향,20250205,104동,한강헬리오(02-420-3883)공인중개사사무소,37.496772,127.102871
2505726110,헬리오시티,매매,"27억 5,000",,저/35,141B,141,110,남향,20250204,104동,정성공인중개사사무소,37.496772,127.102871
2505750322,헬리오시티,매매,"23억 5,000",,중/28,107A,107,84,남향,20250204,206동,(단지내)나라공인중개사사무소,37.496598,127.106279
2505772268,헬리오시티,전세,"6억 5,000",,중/26,61A,61,39,남서향,20250204,209동,온누리(422-3300)공인중개사사무소,37.496038,127.105685
2505683077,헬리오시티,매매,29억,,고/35,141B,141,110,남향,20250204,312동,다온(488-1700)공인중개사사무소,37.497184,127.103886
2505728718,헬리오시티,전세,"7억 2,000",,고/22,61A,61,39,남향,20250204,508동,가락탑부동산중개법인주식회사,37.499218,127.108819
2505825421,헬리오시티,매매,24억,,저/29,110D,110,84,남향,20250204,202동,금탑공인중개사사무소,37.496693,127.105728
2505807954,헬리오시티,월세,7억,160,고/35,110D,110,84,남향,20250204,107동,참조은공인중개사사무소,37.495986,127.103394
2505754321,헬리오시티,매매,"23억 2,000",,고/29,110D,110,84,남향,20250204,403동,(단지내)나라공인중개사사무소,37.498468,127.111337
2505728175,헬리오시티,매매,"13억 8,000",,중/26,61B,61,39,남서향,20250204,209동,가락탑부동산중개법인주식회사,37.496038,127.105685
2505956785,헬리오시티,월세,3억,150,고/25,61A,61,39,남동향,20250205,210동,정보마트공인중개사,37.496227,127.106342
2505727338,헬리오시티,매매,"20억 3,000",,중/20,84A,84,59,남향,20250204,409동,가락탑부동산중개법인주식회사,37.497298,127.109806
2506101728,헬리오시티,전세,7억,,중/25,61B,61,39,남향,20250205,210동,솔로몬공인중개사사무소,37.496227,127.106342
2505834235,헬리오시티,전세,7억,,고/25,61A,61,39,동향,20250205,210동,정보마트공인중개사,37.496227,127.106342
2505734276,헬리오시티,매매,"23억 5,000",,중/35,110D,110,84,남향,20250204,208동,일등공인중개사사무소,37.495639,127.104546
2505776208,헬리오시티,전세,"18억 5,000",,저/35,163A,163,130,남향,20250205,312동,고덕나라공인중개사사무소,37.497184,127.103886
2505909346,헬리오시티,매매,28억,,저/35,141B,141,110,남향,20250205,313동,고덕나라공인중개사사무소,37.497514,127.105037
2505686419,헬리오시티,매매,23억,,고/26,107A,107,84,남향,20250204,304동,송파(헬리오)부동산중개법인(주),37.498635,127.106003
2505672582,헬리오시티,매매,23억,,중/33,110D,110,84,남향,20250204,112동,송파(헬리오)부동산중개법인(주),37.495001,127.104305
2505624813,헬리오시티,매매,23억,,중/29,110D,110,84,남향,20250204,403동,다인공인중개사,37.498468,127.111337
2505676008,헬리오시티,전세,"10억 7,000",,고/28,107A,107,84,남향,20250204,217동,송파(헬리오)부동산중개법인(주),37.495626,127.106015
2505624826,헬리오시티,매매,21억,,저/23,84A,84,59,남향,20250204,503동,다인공인중개사,37.499674,127.109425
2505679607,헬리오시티,매매,24억,,저/29,109E,109,84,남향,20250204,203동,대림공인중개사사무소,37.497061,127.106853
2505650314,헬리오시티,월세,"8억 5,000",120,고/29,109E,109,84,남동향,20250204,516동,송파사랑공인중개사사무소,37.498517,127.109336
2505633781,헬리오시티,매매,"20억 3,000",,중/23,84A,84,59,남동향,20250204,503동,가락탑부동산중개법인주식회사,37.499674,127.109425
2505637766,헬리오시티,전세,"10억 9,000",,중/24,107A,107,84,남향,20250204,414동,송파(헬리오)부동산중개법인(주),37.496911,127.110224
2505624859,헬리오시티,전세,"8억 9,000",,저/23,84A,84,59,남향,20250204,214동,다인공인중개사,37.496216,127.107947
2505680365,헬리오시티,매매,23억,,저/35,110D,110,84,남향,20250204,201동,대림공인중개사사무소,37.496333,127.104585
2505624844,헬리오시티,매매,"24억 5,000",,고/33,110D,110,84,남향,20250204,112동,다인공인중개사,37.495001,127.104305
2505644603,헬리오시티,월세,4억,250,고/29,110D,110,84,남향,20250204,404동,송파(헬리오)부동산중개법인(주),37.498419,127.112309
2505680875,헬리오시티,전세,"11억 2,000",,고/29,110D,110,84,남향,20250204,412동,송파(헬리오)부동산중개법인(주),37.497725,127.112193
2505638225,헬리오시티,월세,5억,230,중/35,110D,110,84,남향,20250204,318동,송파(헬리오)부동산중개법인(주),37.497137,127.104727
2505624789,헬리오시티,매매,"19억 5,000",,저/23,84A,84,59,남향,20250204,214동,다인공인중개사,37.496216,127.107947
2505642720,헬리오시티,월세,7억,140,중/29,110D,110,84,남향,20250204,317동,송파(헬리오)부동산중개법인(주),37.497487,127.105895
2505624796,헬리오시티,월세,2억,300,저/23,84A,84,59,남향,20250204,214동,다인공인중개사,37.496216,127.107947
2505652254,헬리오시티,매매,"27억 5,000",,저/35,141B,141,110,남서향,20250204,104동,홈즈공인중개사사무소,37.496772,127.102871
2505680967,헬리오시티,매매,"23억 3,000",,저/26,107A,107,84,남향,20250204,303동,대림공인중개사사무소,37.49841,127.105363
2505636525,헬리오시티,매매,23억,,중/35,110D,110,84,남향,20250204,318동,송파(헬리오)부동산중개법인(주),37.497137,127.104727
2505624753,헬리오시티,월세,3억,130,고/25,61A,61,39,남서향,20250204,210동,다인공인중개사,37.496227,127.106342
2505519576,헬리오시티,전세,11억,,고/29,108K,108,84,남서향,20250204,410동,홈즈공인중개사사무소,37.497447,127.110579
2505384807,헬리오시티,월세,2억,340,중/29,109C,109,84,남향,20250204,314동,청구(400-9922)공인중개사사무소,37.497886,127.106207
2505624736,헬리오시티,매매,24억,,고/27,108G,108,84,남향,20250204,418동,다인공인중개사,37.497146,127.111837
2505377376,헬리오시티,매매,"23억 2,000",,고/25,110D,110,84,남향,20250204,213동,청구(400-9922)공인중개사사무소,37.496687,127.108383
2505381229,헬리오시티,매매,"27억 8,000",,저/35,140A,140,110,남향,20250204,104동,청구(400-9922)공인중개사사무소,37.496772,127.102871
2505624781,헬리오시티,월세,"6억 8,000",150,중/29,110D,110,84,남향,20250204,403동,다인공인중개사,37.498468,127.111337
2505376347,헬리오시티,매매,"27억 8,000",,저/35,140A,140,110,남향,20250204,313동,청구(400-9922)공인중개사사무소,37.497514,127.105037
2505376756,헬리오시티,매매,23억,,저/35,110D,110,84,남향,20250204,208동,청구(400-9922)공인중개사사무소,37.495639,127.104546
2505402435,헬리오시티,전세,12억,,고/29,108G,108,84,남향,20250204,314동,청구(400-9922)공인중개사사무소,37.497886,127.106207
2505403489,헬리오시티,월세,1억,540,고/35,140A,140,110,남향,20250204,313동,청구(400-9922)공인중개사사무소,37.497514,127.105037
2505396709,헬리오시티,월세,11억,120,저/35,140A,140,110,남향,20250204,110동,청구(400-9922)공인중개사사무소,37.495128,127.103686
2505380243,헬리오시티,매매,"20억 5,000",,중/19,84A,84,59,남서향,20250204,509동,청구(400-9922)공인중개사사무소,37.499411,127.10937
2505403957,헬리오시티,매매,"28억 5,000",,중/35,140A,140,110,남서향,20250204,108동,청구(400-9922)공인중개사사무소,37.495505,127.102953
2505380881,헬리오시티,매매,33억,,고/35,163A,163,130,남향,20250204,313동,청구(400-9922)공인중개사사무소,37.497514,127.105037
2505624727,헬리오시티,매매,"19억 5,000",,고/12,84A,84,59,남향,20250204,415동,다인공인중개사,37.496723,127.109541
2505433008,헬리오시티,매매,23억,,저/35,110F,110,84,남향,20250204,218동,아침(415-7111)공인중개사사무소,37.495503,127.104987
2505624747,헬리오시티,월세,3억,360,고/22,108L,108,84,남서향,20250204,306동,다인공인중개사,37.498471,127.106697
2505396316,헬리오시티,매매,30억,,고/35,140A,140,110,남서향,20250204,108동,청구(400-9922)공인중개사사무소,37.495505,127.102953
2505516012,헬리오시티,전세,11억,,9/24,107A,107,84,남향,20250204,414동,(가락)학사공인중개사사무소,37.496911,127.110224
2505506415,헬리오시티,매매,"28억 5,000",,15/35,141B,141,110,남향,20250204,312동,헬리오시티백두산공인중개사사무소,37.497184,127.103886
2505503476,헬리오시티,전세,12억,,23/24,107A,107,84,남향,20250204,414동,(가락)학사공인중개사사무소,37.496911,127.110224
2505508133,헬리오시티,매매,"14억 5,000",,6/22,61B,61,39,남서향,20250204,506동,헬리오시티백두산공인중개사사무소,37.498827,127.107695
2505659270,헬리오시티,매매,"22억 7,000",,고/13,107J1,107,84,남향,20250204,301동,송파(헬리오)부동산중개법인 주식회사,37.49785,127.103578
2505677583,헬리오시티,전세,"10억 6,000",,중/35,110D,110,84,남향,20250204,218동,송파(헬리오)부동산중개법인 주식회사,37.495503,127.104987
2505662154,헬리오시티,매매,"19억 5,000",,저/23,84A,84,59,남향,20250204,214동,송파(헬리오)부동산중개법인 주식회사,37.496216,127.107947
2506570565,헬리오시티,매매,"19억 9,000",,6/12,84A,84,59,남향,20250207,415동,헬리오크로바(407-8880)공인중개사사무소,37.496723,127.109541
2505653213,헬리오시티,매매,"22억 5,000",,중/35,107A,107,84,남향,20250204,207동,송파(헬리오)부동산중개법인 주식회사,37.496146,127.105023
2505685227,헬리오시티,전세,"10억 8,000",,고/34,107A,107,84,남향,20250204,219동,송파(헬리오)부동산중개법인 주식회사,37.49533,127.105424
2506411070,헬리오시티,월세,7억,160,31/35,110F,110,84,남향,20250207,107동,천운공인중개사사무소,37.495986,127.103394
2505777896,헬리오시티,전세,"6억 9,000",,중/25,61B,61,39,남향,20250204,210동,솔로몬공인중개사사무소,37.496227,127.106342
2505682194,헬리오시티,전세,"10억 7,000",,중/29,108G,108,84,남향,20250204,205동,송파(헬리오)부동산중개법인 주식회사,37.496954,127.107551
2505690519,헬리오시티,매매,23억,,중/29,110D,110,84,남향,20250204,403동,송파(헬리오)부동산중개법인 주식회사,37.498468,127.111337
2505656569,헬리오시티,전세,"10억 7,000",,중/35,107A,107,84,남향,20250204,207동,송파(헬리오)부동산중개법인 주식회사,37.496146,127.105023
2505673990,헬리오시티,전세,"10억 8,000",,고/35,110D,110,84,남향,20250204,208동,송파(헬리오)부동산중개법인 주식회사,37.495639,127.104546
2505678660,헬리오시티,전세,11억,,저/29,110D,110,84,남향,20250204,411동,송파(헬리오)부동산중개법인 주식회사,37.497995,127.111796
2506610583,헬리오시티,월세,7억,140,31/35,109E,109,84,남향,20250207,107동,헬리오크로바(407-8880)공인중개사사무소 ,37.495986,127.103394
2505668056,헬리오시티,월세,7억,150,중/29,110D,110,84,남향,20250204,517동,송파(헬리오)부동산중개법인 주식회사,37.498859,127.11041
2505676530,헬리오시티,전세,"10억 8,000",,고/28,107A,107,84,남향,20250204,217동,송파(헬리오)부동산중개법인 주식회사,37.495626,127.106015
2506480680,헬리오시티,전세,18억,,2/35,163A,163,130,남향,20250207,313동,(주)엘앤에이부동산중개법인,37.497514,127.105037
2505566291,헬리오시티,전세,"10억 8,000",,중/35,110D,110,84,남향,20250203,208동,일등공인중개사사무소,37.495639,127.104546
2505551853,헬리오시티,전세,"7억 5,000",,고/25,61A,61,39,남향,20250203,210동,송파로얄공인중개사사무소,37.496227,127.106342
2505450412,헬리오시티,전세,"10억 5,000",,중/29,110D,110,84,남향,20250203,401동,가락탑부동산중개법인주식회사,37.49776,127.109189
2505455253,헬리오시티,전세,"10억 7,000",,중/29,110F,110,84,남서향,20250203,402동,가락탑부동산중개법인주식회사,37.498092,127.1102
2505462097,헬리오시티,매매,"23억 2,000",,고/29,110D,110,84,남향,20250203,401동,가락탑부동산중개법인주식회사,37.49776,127.109189
2505637052,헬리오시티,전세,"10억 8,000",,중/35,110D,110,84,남향,20250204,318동,송파(헬리오)부동산중개법인 주식회사,37.497137,127.104727
2505473531,헬리오시티,전세,"10억 6,000",,고/35,110D,110,84,남향,20250203,218동,가락탑부동산중개법인주식회사,37.495503,127.104987
2505515804,헬리오시티,매매,"19억 8,000",,고/20,84A,84,59,남서향,20250203,409동,금탑공인중개사사무소,37.497298,127.109806
2505585240,헬리오시티,매매,"23억 5,000",,중/35,109E,109,84,남향,20250203,218동,정성공인중개사사무소,37.495503,127.104987
2505567198,헬리오시티,월세,8억,280,고/35,140A,140,110,남향,20250203,110동,일등공인중개사사무소,37.495128,127.103686
2505540228,헬리오시티,매매,"27억 5,000",,저/35,141B,141,110,남향,20250203,104동,헬리오크로바(407-8880)공인중개사사무소,37.496772,127.102871
2505463548,헬리오시티,매매,"23억 2,000",,고/29,110D,110,84,남향,20250203,401동,가락탑부동산중개법인주식회사,37.49776,127.109189
2505501351,헬리오시티,전세,15억,,중/35,140A,140,110,남향,20250203,104동,금탑공인중개사사무소,37.496772,127.102871
2505502155,헬리오시티,월세,11억,160,중/35,140A,140,110,남향,20250203,104동,금탑공인중개사사무소,37.496772,127.102871
2505464364,헬리오시티,전세,"10억 8,000",,고/29,110D,110,84,남향,20250203,401동,가락탑부동산중개법인주식회사,37.49776,127.109189
2505615609,헬리오시티,전세,"10억 8,000",,저/35,109C,109,84,남향,20250203,207동,(단지내)나라공인중개사사무소,37.496146,127.105023
2505517752,헬리오시티,전세,"10억 8,000",,중/35,110F,110,84,남서향,20250203,107동,금탑공인중개사사무소,37.495986,127.103394
2505641938,헬리오시티,월세,4억,250,중/29,110D,110,84,남향,20250204,317동,송파(헬리오)부동산중개법인 주식회사,37.497487,127.105895
2505472811,헬리오시티,매매,23억,,고/35,110D,110,84,남향,20250203,218동,가락탑부동산중개법인주식회사,37.495503,127.104987
2505578858,헬리오시티,매매,24억,,고/29,108G,108,84,남향,20250203,405동,헬리오시티소망공인중개사사무소,37.497924,127.110965
2505449715,헬리오시티,전세,12억,,고/29,108G,108,84,남향,20250203,514동,엘리트(482-7117)공인중개사사무소,37.498588,127.108461
2505294843,헬리오시티,매매,"20억 5,000",,고/23,84A,84,59,남향,20250203,214동,대원공인중개사사무소,37.496216,127.107947
2505438683,헬리오시티,전세,12억,,고/29,108G,108,84,남향,20250203,514동,대림공인중개사사무소,37.498588,127.108461
2505361662,헬리오시티,매매,"23억 5,000",,중/24,107A,107,84,남향,20250203,414동,송파(헬리오)부동산중개법인(주),37.496911,127.110224
2505349600,헬리오시티,월세,7억,140,중/35,107A,107,84,남향,20250203,207동,송파(헬리오)부동산중개법인(주),37.496146,127.105023
2505351089,헬리오시티,매매,22억,,저/33,110D,110,84,남향,20250203,112동,헬리오가락우성공인중개사사무소,37.495001,127.104305
2505378592,헬리오시티,매매,"22억 7,000",,저/13,107J1,107,84,남향,20250203,302동,송파(헬리오)부동산중개법인(주),37.498078,127.104215
2505355451,헬리오시티,매매,23억,,중/29,110D,110,84,남향,20250203,204동,송파(헬리오)부동산중개법인(주),37.497417,127.108028
2505349474,헬리오시티,매매,"24억 5,000",,중/35,109E,109,84,남향,20250203,201동,헬리오가락우성공인중개사사무소,37.496333,127.104585
2505434800,헬리오시티,매매,"23억 2,000",,중/27,107A,107,84,남향,20250203,418동,대림공인중개사사무소,37.497146,127.111837
2505352318,헬리오시티,전세,"10억 7,000",,중/24,107A,107,84,남향,20250203,417동,송파(헬리오)부동산중개법인(주),37.496873,127.110872
2505354009,헬리오시티,전세,"11억 2,000",,중/29,110D,110,84,남향,20250203,517동,송파(헬리오)부동산중개법인(주),37.498859,127.11041
2505385454,헬리오시티,매매,"24억 5,000",,고/29,110F,110,84,남향,20250203,403동,정성공인중개사사무소,37.498468,127.111337
2505379235,헬리오시티,월세,"8억 5,000",130,고/29,109E,109,84,남향,20250203,515동,(단지내)나라공인중개사사무소,37.498189,127.108219
2505371115,헬리오시티,월세,4억,270,중/29,110D,110,84,남향,20250203,403동,송파(헬리오)부동산중개법인(주),37.498468,127.111337
2505339220,헬리오시티,매매,"19억 7,000",,저/20,84A,84,59,남서향,20250203,409동,헬리오시티소망공인중개사사무소,37.497298,127.109806
2505349433,헬리오시티,전세,"10억 7,000",,중/35,107A,107,84,남향,20250203,207동,송파(헬리오)부동산중개법인(주),37.496146,127.105023
2505373990,헬리오시티,전세,"11억 8,000",,고/29,109E,109,84,남향,20250203,515동,(단지내)나라공인중개사사무소,37.498189,127.108219
2505349815,헬리오시티,매매,24억,,저/29,110D,110,84,남향,20250203,203동,헬리오가락우성공인중개사사무소,37.497061,127.106853
2505350953,헬리오시티,매매,"23억 2,000",,중/29,110D,110,84,남향,20250203,403동,송파(헬리오)부동산중개법인(주),37.498468,127.111337
2505139109,헬리오시티,매매,"20억 8,000",,중/22,84A,84,59,남서향,20250203,307동,아침(415-7111)공인중개사사무소,37.498367,127.106
2505218938,헬리오시티,매매,22억,,저/29,110D,110,84,남향,20250203,411동,홈즈공인중개사사무소,37.497995,127.111796
2505121034,헬리오시티,전세,"6억 2,000",,고/21,61A,61,39,남향,20250203,308동,헬리오나이스(02-402-6543)공인중개사사무소,37.498185,127.10533
2505161827,헬리오시티,매매,"14억 5,000",,고/25,61A,61,39,남향,20250203,210동,헬로우공인중개사사무소,37.496227,127.106342
2505221059,헬리오시티,전세,"7억 4,000",,저/21,61B,61,39,남향,20250203,103동,아침(415-7111)공인중개사사무소,37.497515,127.103076
2505260185,헬리오시티,전세,11억,,고/35,108G,108,84,남향,20250203,207동,친구(02-474-9696)공인중개사사무소,37.496146,127.105023
2505211110,헬리오시티,월세,2억,380,중/29,110F,110,84,남서향,20250203,401동,홈즈공인중개사사무소,37.49776,127.109189
2505195557,헬리오시티,전세,"13억 5,000",,중/29,126A,126,99,남향,20250203,314동,온누리(422-3300)공인중개사사무소,37.497886,127.106207
2505216080,헬리오시티,매매,"23억 3,000",,고/29,110D,110,84,남향,20250203,403동,아침(415-7111)공인중개사사무소,37.498468,127.111337
2505269286,헬리오시티,매매,"27억 5,000",,저/35,141B,141,110,남향,20250203,104동,금탑공인중개사사무소,37.496772,127.102871
2505256272,헬리오시티,전세,11억,,6/35,107A,107,84,남향,20250203,207동,친구(02-474-9696)공인중개사사무소,37.496146,127.105023
2505449896,헬리오시티,매매,23억,,21/35,109E,109,84,남동향,20250203,218동,다온(488-1700)공인중개사사무소,37.495503,127.104987
2505097346,헬리오시티,전세,"7억 3,000",,18/25,61A,61,39,남향,20250203,210동,골드(400-4001)공인중개사사무소,37.496227,127.106342
2504880157,헬리오시티,매매,28억,,28/35,140A,140,110,남향,20250127,104동,일등공인중개사사무소,37.496772,127.102871
2505578739,헬리오시티,전세,11억,,고/29,108K,108,84,남서향,20250203,410동,설악공인중개사,37.497447,127.110579
2505929136,헬리오시티,전세,"10억 5,000",,19/29,108K,108,84,남서향,20250206,514동,일등공인중개사사무소,37.498588,127.108461
2506205320,헬리오시티,전세,13억,,17/29,126A,126,99,남향,20250206,205동,온누리(422-3300)공인중개사사무소,37.496954,127.107551
2506369008,헬리오시티,매매,"21억 2,000",,1/29,110F,110,84,남서향,20250206,404동,헬리오나이스(02-402-6543)공인중개사사무소,37.498419,127.112309
2506392903,헬리오시티,월세,4억,100,22/26,61A,61,39,남서향,20250206,209동,헬리오크로바(407-8880)공인중개사사무소,37.496038,127.105685
2506471079,헬리오시티,전세,"7억 5,000",,18/25,61A,61,39,남서향,20250207,210동,삼진부동산중개법인 주식회사,37.496227,127.106342
2505359687,헬리오시티,월세,7억,140,중/29,110D,110,84,남향,20250203,204동,송파(헬리오)부동산중개법인 주식회사,37.497417,127.108028
2505367919,헬리오시티,매매,23억,,고/29,109C,109,84,남향,20250203,405동,송파(헬리오)부동산중개법인 주식회사,37.497924,127.110965
2505365414,헬리오시티,매매,"25억 3,000",,저/29,126A,126,99,남향,20250203,405동,송파(헬리오)부동산중개법인 주식회사,37.497924,127.110965
2505368860,헬리오시티,매매,"23억 2,000",,고/29,110D,110,84,남향,20250203,404동,송파(헬리오)부동산중개법인 주식회사,37.498419,127.112309
2505361116,헬리오시티,전세,"10억 8,000",,중/24,107A,107,84,남향,20250203,414동,송파(헬리오)부동산중개법인 주식회사,37.496911,127.110224
2505353527,헬리오시티,매매,"24억 5,000",,중/29,110D,110,84,남향,20250203,517동,송파(헬리오)부동산중개법인 주식회사,37.498859,127.11041
2505375511,헬리오시티,매매,"23억 5,000",,중/29,110D,110,84,남향,20250203,317동,송파(헬리오)부동산중개법인 주식회사,37.497487,127.105895
2506665637,헬리오시티,매매,"16억 5,000",,저/20,72B,72,49,남서향,20250207,408동,천운공인중개사사무소,37.497114,127.109229
2504643751,헬리오시티,전세,12억,,26/29,110F,110,84,남서향,20250124,412동,대신공인중개사사무소,37.497725,127.112193
2505237156,헬리오시티,매매,"23억 4,000",,저/29,108G,108,84,남향,20250201,514동,(가락)학사공인중개사,37.498588,127.108461
2505787099,헬리오시티,매매,"20억 2,000",,5/12,84A,84,59,남향,20250205,216동,대림공인중개사사무소,37.495864,127.106734
2505234069,헬리오시티,매매,23억,,저/25,110D,110,84,남향,20250201,213동,(가락)학사공인중개사,37.496687,127.108383
2505792200,헬리오시티,매매,"20억 5,000",,5/12,84A,84,59,남향,20250205,216동,대림공인중개사사무소,37.495864,127.106734
2505945337,헬리오시티,월세,5억,260,7/35,107A,107,84,남향,20250205,207동,동우부동산,37.496146,127.105023
2505822973,헬리오시티,매매,28억,,5/35,140A,140,110,남서향,20250205,312동,명품헬리오시티공인중개사사무소,37.497184,127.103886
2505993551,헬리오시티,전세,"6억 9,000",,15/25,61B,61,39,남서향,20250205,210동,홈즈공인중개사사무소,37.496227,127.106342
2506374346,헬리오시티,매매,29억,,27/35,140A,140,110,남향,20250206,312동,나현부동산공인중개사사무소,37.497184,127.103886
2505267743,헬리오시티,매매,"17억 5,000",,고/29,72D,72,49,남향,20250201,512동,정다운(409-4009)공인중개사사무소,37.499267,127.11061
2505297288,헬리오시티,매매,"23억 3,000",,고/29,110D,110,84,남동향,20250201,403동,대원공인중개사사무소,37.498468,127.111337
2505975782,헬리오시티,매매,"28억 5,000",,11/35,140A,140,110,남향,20250205,110동,명품헬리오시티공인중개사사무소,37.495128,127.103686
2505233096,헬리오시티,전세,"10억 5,000",,저/25,110D,110,84,남향,20250201,213동,(가락)학사공인중개사,37.496687,127.108383
2505206478,헬리오시티,전세,14억,,고/35,141B,141,110,남향,20250201,111동,가락탑부동산중개법인주식회사,37.494723,127.103335
2505232781,헬리오시티,매매,"23억 3,000",,중/29,110D,110,84,남향,20250201,204동,(가락)학사공인중개사,37.497417,127.108028
2505232141,헬리오시티,매매,"17억 3,000",,저/18,72C,72,49,남서향,20250201,311동,(가락)학사공인중개사,37.497604,127.103674
2505198226,헬리오시티,매매,27억,,고/29,126A,126,99,남향,20250201,405동,정성공인중개사사무소,37.497924,127.110965
2505233169,헬리오시티,전세,"13억 8,000",,저/35,141B,141,110,남향,20250201,104동,복드림공인중개사사무소,37.496772,127.102871
2505203665,헬리오시티,월세,3억,360,고/22,108L,108,84,남향,20250201,306동,정성공인중개사사무소,37.498471,127.106697
2505219337,헬리오시티,전세,"6억 4,000",,중/26,61B,61,39,남서향,20250201,209동,가락탑부동산중개법인주식회사,37.496038,127.105685
2505216689,헬리오시티,매매,"22억 6,000",,중/25,110D,110,84,남향,20250201,213동,가락탑부동산중개법인주식회사,37.496687,127.108383
2505213057,헬리오시티,매매,23억,,중/29,110D,110,84,남향,20250201,204동,가락탑부동산중개법인주식회사,37.497417,127.108028
2505214475,헬리오시티,전세,"10억 5,000",,중/28,107A,107,84,남향,20250201,206동,가락탑부동산중개법인주식회사,37.496598,127.106279
2505213568,헬리오시티,전세,"10억 7,000",,중/29,110D,110,84,남향,20250201,204동,가락탑부동산중개법인주식회사,37.497417,127.108028
2505196702,헬리오시티,매매,"23억 5,000",,중/28,107A,107,84,남향,20250201,206동,(단지내)나라공인중개사사무소,37.496598,127.106279
2505208194,헬리오시티,매매,"27억 5,000",,고/35,141B,141,110,남향,20250201,111동,가락탑부동산중개법인주식회사,37.494723,127.103335
2505233463,헬리오시티,매매,"27억 5,000",,저/35,141B,141,110,남향,20250201,104동,(가락)학사공인중개사,37.496772,127.102871
2505221543,헬리오시티,매매,"23억 2,000",,중/27,107A,107,84,남향,20250201,418동,대림공인중개사사무소,37.497146,127.111837
2505220761,헬리오시티,매매,"13억 9,000",,중/26,61B,61,39,남서향,20250201,209동,가락탑부동산중개법인주식회사,37.496038,127.105685
2505216160,헬리오시티,전세,"10억 5,000",,중/25,110D,110,84,남향,20250201,213동,가락탑부동산중개법인주식회사,37.496687,127.108383
2505200573,헬리오시티,매매,"28억 5,000",,중/35,141B,141,110,남향,20250201,312동,정성공인중개사사무소,37.497184,127.103886
2505200007,헬리오시티,매매,24억,,고/27,108G,108,84,남향,20250201,418동,정성공인중개사사무소,37.497146,127.111837
2505193358,헬리오시티,매매,48억,,고/29,193C,193,150,남향,20250201,406동,정성공인중개사사무소,37.497602,127.10981
2505193011,헬리오시티,월세,2억,680,고/35,163A,163,130,남향,20250201,312동,정성공인중개사사무소,37.497184,127.103886
2505192709,헬리오시티,전세,12억,,고/29,108G,108,84,남동향,20250201,514동,가락탑부동산중개법인주식회사,37.498588,127.108461
2505192512,헬리오시티,매매,23억,,저/27,108G,108,84,남향,20250201,418동,정성공인중개사사무소,37.497146,127.111837
2505187822,헬리오시티,매매,"20억 3,000",,중/20,84A,84,59,남서향,20250201,409동,가락탑부동산중개법인주식회사,37.497298,127.109806
2505194565,헬리오시티,전세,15억,,중/29,140A,140,110,남향,20250201,513동,정성공인중개사사무소,37.498921,127.109637
2505196564,헬리오시티,매매,24억,,고/29,109E,109,84,남향,20250201,203동,(단지내)나라공인중개사사무소,37.497061,127.106853
2504827062,헬리오시티,매매,"28억 5,000",,15/35,141B,141,110,남향,20250125,312동,헬리오크로바(407-8880)공인중개사사무소,37.497184,127.103886
2504799725,헬리오시티,매매,24억,,24/29,109E,109,84,남동향,20250125,203동,가락탑부동산중개법인주식회사,37.497061,127.106853
2504809533,헬리오시티,전세,"10억 6,000",,6/29,110D,110,84,남향,20250125,203동,가락탑부동산중개법인주식회사,37.497061,127.106853
2504825780,헬리오시티,매매,"27억 5,000",,6/35,141B,141,110,남향,20250125,110동,헬리오크로바(407-8880)공인중개사사무소,37.495128,127.103686
2506627374,헬리오시티,전세,13억,,저/29,126A,126,99,남향,20250207,315동,온누리(422-3300)공인중개사사무소,37.49824,127.107391
2506615224,헬리오시티,매매,"21억 5,000",,저/29,110D,110,84,남향,20250207,317동,송파사랑공인중개사사무소,37.497487,127.105895
